rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 60 기 1분기말,3988369787176,제 59 기말,3670572248630,7,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 60 기 1분기말,1583130162263,제 59 기말,1379407685089,8,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,-표준계정코드 미사용-,매출채권및계약자산,-,제 60 기 1분기말,443529532923,제 59 기말,452454797672,9,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 60 기 1분기말,136028441699,제 59 기말,77304120749,10,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_CurrentDerivativeFinancialAssets,파생상품자산,-,제 60 기 1분기말,4412211022,제 59 기말,2859677056,11,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 60 기 1분기말,891844288051,제 59 기말,760833647453,12,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 60 기 1분기말,396281740,제 59 기말,396247945,13,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 60 기 1분기말,41336702987,제 59 기말,45821626656,14,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 60 기 1분기말,10803665745,제 59 기말,6794202554,15,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_OtherCurrentReceivables,기타채권,-,제 60 기 1분기말,54779038096,제 59 기말,32943365004,16,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 60 기 1분기말,2405239624913,제 59 기말,2291164563541,17,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 60 기 1분기말,65231175355,제 59 기말,56406911352,18,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 60 기 1분기말,775028386243,제 59 기말,663616157081,19,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업및공동기업투자,-,제 60 기 1분기말,105950020501,제 59 기말,182306179510,20,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 60 기 1분기말,82232714362,제 59 기말,73800406425,21,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialAssets,파생상품자산,-,제 60 기 1분기말,1596429327,제 59 기말,1596429327,22,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 60 기 1분기말,184958827,제 59 기말,965973742,23,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 60 기 1분기말,5262576513,제 59 기말,5746433132,24,KRW,,,,,,,005250,녹십자홀딩스,CFS
20250515002912,11013,2025,00108135,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타금융자산,-,제 60 기 1분기말,187277095510,제 59 기말,191760113911,25,KRW,,,,,,,005250,녹십자홀딩스,CFS
