rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 51 기 3분기말,853017995336,제 50 기말,946846882988,7,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 51 기 3분기말,517638719949,제 50 기말,575753925755,8,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,dart_ShortTermDueFromCustomersForContractWorkNet,미청구공사,-,제 51 기 3분기말,256163717067,제 50 기말,236352199358,9,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 51 기 3분기말,39996115991,제 50 기말,46521428441,10,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 51 기 3분기말,0,제 50 기말,16779708007,11,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_OtherCurrentAssets,유동비금융자산,-,제 51 기 3분기말,71471759030,제 50 기말,36906958572,12,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,유동금융자산,-,제 51 기 3분기말,119898361714,제 50 기말,118822155317,13,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 51 기 3분기말,30108766147,제 50 기말,120371476060,14,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 51 기 3분기말,335379275387,제 50 기말,371092957233,15,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 51 기 3분기말,34044013569,제 50 기말,40690650263,16,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 51 기 3분기말,17646699115,제 50 기말,21056459236,17,KRW,제 49 기,24980076000,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업및공동기업투자,-,제 51 기 3분기말,2952780115,제 50 기말,4021101911,18,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_NoncurrentReceivables,장기매출채권및기타채권,-,제 51 기 3분기말,7407803769,제 50 기말,10190326741,19,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 51 기 3분기말,11640876803,제 50 기말,24909287339,20,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,비유동비금융자산,-,제 51 기 3분기말,2287002588,제 50 기말,2845323961,21,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,비유동금융자산,-,제 51 기 3분기말,30100936126,제 50 기말,29796964354,22,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 51 기 3분기말,229299163302,제 50 기말,237582843428,23,KRW,제 49 기,247422261000,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 51 기 3분기말,613610325976,제 50 기말,577473652879,25,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 51 기 3분기말,613610325976,제 50 기말,577473652879,26,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 51 기 3분기말,-10266465361,제 50 기말,-10276490346,27,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 51 기 3분기말,33863239,제 50 기말,23838254,28,KRW,,,,,,,052690,한전기술,CFS
20251114000945,11014,2025,00159209,BS,재무상태표,ifrs-full_TreasuryShares,자기주식,-,제 51 기 3분기말,10300328600,제 50 기말,10300328600,29,KRW,,,,,,,052690,한전기술,CFS
