rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 1분기말,9908869317,제 1 기말,9854814218,7,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 1분기말,9908869317,제 1 기말,9854814218,8,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 1분기말,286810763,제 1 기말,294312100,9,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기 1분기말,162780,제 1 기말,151550,10,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기 1분기말,9525474952,제 1 기말,9525474952,11,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 2 기 1분기말,96420822,제 1 기말,34875616,12,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 1분기말,0,제 1 기말,0,13,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기 1분기말,7908267528,제 1 기말,7908267528,15,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기 1분기말,8348185728,제 1 기말,8326456650,16,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기 1분기말,435000000,제 1 기말,435000000,17,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 2 기 1분기말,4918200,제 1 기말,-16810878,18,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기 1분기말,9908869317,제 1 기말,9854814218,19,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기 1분기말,13140540,제 1 기말,726320,21,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타유동채무,-,제 2 기 1분기말,13140540,제 1 기말,726320,22,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기 1분기말,1560683589,제 1 기말,1528357568,23,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기 1분기말,1547543049,제 1 기말,1527631248,24,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타비유동채무,-,제 2 기 1분기말,1481747225,제 1 기말,1467576736,25,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,dart_ConvertibleBonds,전환사채,-,제 2 기 1분기말,1481747225,제 1 기말,1467576736,26,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기 1분기말,65795824,제 1 기말,60054512,27,KRW,,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 2 기 1분기,-19975710,,,6,KRW,-19975710,487830,신한제15호스팩,OFS
20250515000764,11013,2025,01854408,CIS,포괄손익계산서,dart_OtherGains,기타이익,-,제 2 기 1분기,0,,,7,KRW,0,487830,신한제15호스팩,OFS
